customer_id,risk_category,intervention_type,amount_due,amount_recovered,outstanding_after,recovery_status,communication_status,intervention_date_offset_days
CUSTOMER_0621,AT-RISK,Email Reminder,1076,1076,0,Recovered,Not Sent,-4
CUSTOMER_0622,HIGH,Phone Call,4397,1822,2575,Partially Recovered,Not Sent,-4
CUSTOMER_0623,LOW,No Intervention,23128,23128,0,Recovered,Not Sent,-4
CUSTOMER_0624,LOW,No Intervention,4300,999,3301,Partially Recovered,Not Sent,-7
CUSTOMER_0625,LOW,No Intervention,7662,7662,0,Recovered,Not Sent,-5
CUSTOMER_0626,CRITICAL,Manual Follow-up,17717,0,17717,Not Recovered,Not Sent,-6
CUSTOMER_0627,LOW,No Intervention,3921,3921,0,Recovered,Not Sent,-1
CUSTOMER_0628,CRITICAL,Manual Follow-up,1591,0,1591,Not Recovered,Not Sent,-10
CUSTOMER_0629,HIGH,Phone Call,10088,5247,4841,Partially Recovered,Not Sent,-9
CUSTOMER_0630,LOW,No Intervention,6615,6615,0,Recovered,Not Sent,-5
CUSTOMER_0631,LOW,No Intervention,2241,2241,0,Recovered,Not Sent,-2
CUSTOMER_0632,HIGH,Phone Call,15100,0,15100,Not Recovered,Not Sent,-4
CUSTOMER_0633,LOW,No Intervention,1325,269,1056,Partially Recovered,Not Sent,-2
CUSTOMER_0634,LOW,No Intervention,5015,5015,0,Recovered,Not Sent,-8
CUSTOMER_0635,LOW,No Intervention,3063,3063,0,Recovered,Not Sent,-6
CUSTOMER_0636,LOW,No Intervention,7572,7572,0,Recovered,Not Sent,-3
CUSTOMER_0637,AT-RISK,Email Reminder,14052,7700,6352,Partially Recovered,Not Sent,-8
CUSTOMER_0638,LOW,No Intervention,3992,3992,0,Recovered,Not Sent,-2
CUSTOMER_0639,LOW,No Intervention,18552,18552,0,Recovered,Not Sent,-6
CUSTOMER_0640,AT-RISK,Email Reminder,10381,10381,0,Recovered,Not Sent,-7
CUSTOMER_0641,HIGH,Phone Call,6252,6252,0,Recovered,Not Sent,-5
CUSTOMER_0642,HIGH,Phone Call,10573,10573,0,Recovered,Not Sent,-6
CUSTOMER_0643,LOW,No Intervention,10915,10915,0,Recovered,Not Sent,-4
CUSTOMER_0644,CRITICAL,Manual Follow-up,12359,12359,0,Recovered,Not Sent,-4
CUSTOMER_0645,LOW,No Intervention,13873,13873,0,Recovered,Not Sent,-9
CUSTOMER_0646,LOW,No Intervention,1455,1455,0,Recovered,Not Sent,-7
CUSTOMER_0647,AT-RISK,Email Reminder,9593,5544,4049,Partially Recovered,Not Sent,-7
CUSTOMER_0648,HIGH,Phone Call,8040,0,8040,Not Recovered,Not Sent,-2
CUSTOMER_0649,HIGH,Phone Call,26797,0,26797,Not Recovered,Not Sent,-8
CUSTOMER_0650,LOW,No Intervention,8202,8202,0,Recovered,Not Sent,-1
CUSTOMER_0651,AT-RISK,Email Reminder,4900,2878,2022,Partially Recovered,Not Sent,-6
CUSTOMER_0652,HIGH,Phone Call,27917,27917,0,Recovered,Not Sent,-8
CUSTOMER_0653,LOW,No Intervention,6307,3704,2603,Partially Recovered,Not Sent,-6
CUSTOMER_0654,LOW,No Intervention,18011,18011,0,Recovered,Not Sent,-9
CUSTOMER_0655,AT-RISK,Email Reminder,3753,3753,0,Recovered,Not Sent,-7
CUSTOMER_0656,CRITICAL,Manual Follow-up,10289,0,10289,Not Recovered,Not Sent,-2
CUSTOMER_0657,AT-RISK,Email Reminder,2319,2319,0,Recovered,Not Sent,-7
CUSTOMER_0658,LOW,No Intervention,4678,4678,0,Recovered,Not Sent,-4
CUSTOMER_0659,AT-RISK,Email Reminder,14341,14341,0,Recovered,Not Sent,-1
CUSTOMER_0660,LOW,No Intervention,18149,18149,0,Recovered,Not Sent,-2
CUSTOMER_0661,AT-RISK,Email Reminder,7556,7556,0,Recovered,Not Sent,-2
CUSTOMER_0662,LOW,No Intervention,16677,16677,0,Recovered,Not Sent,-7
CUSTOMER_0663,HIGH,Phone Call,11585,3024,8561,Partially Recovered,Not Sent,-4
CUSTOMER_0664,LOW,No Intervention,10154,10154,0,Recovered,Not Sent,-2
CUSTOMER_0665,LOW,No Intervention,1068,1068,0,Recovered,Not Sent,-3
CUSTOMER_0666,HIGH,Phone Call,1022,1022,0,Recovered,Not Sent,-1
CUSTOMER_0667,LOW,No Intervention,5236,5236,0,Recovered,Not Sent,-4
CUSTOMER_0668,AT-RISK,Email Reminder,7098,7098,0,Recovered,Not Sent,-4
CUSTOMER_0669,LOW,No Intervention,17494,17494,0,Recovered,Not Sent,-2
CUSTOMER_0670,LOW,No Intervention,15170,15170,0,Recovered,Not Sent,-9
CUSTOMER_0671,LOW,No Intervention,5006,1865,3141,Partially Recovered,Not Sent,-5
CUSTOMER_0672,LOW,No Intervention,8114,8114,0,Recovered,Not Sent,-2
CUSTOMER_0673,AT-RISK,Email Reminder,5954,5954,0,Recovered,Not Sent,-10
CUSTOMER_0674,AT-RISK,Email Reminder,4979,4979,0,Recovered,Not Sent,-4
CUSTOMER_0675,LOW,No Intervention,4746,4746,0,Recovered,Not Sent,-7
CUSTOMER_0676,LOW,No Intervention,1117,1117,0,Recovered,Not Sent,-10
CUSTOMER_0677,LOW,No Intervention,4235,4235,0,Recovered,Not Sent,-6
CUSTOMER_0678,AT-RISK,Email Reminder,24282,24282,0,Recovered,Not Sent,-2
CUSTOMER_0679,HIGH,Phone Call,21843,21843,0,Recovered,Not Sent,-10
CUSTOMER_0680,LOW,No Intervention,3536,3536,0,Recovered,Not Sent,-1
CUSTOMER_0681,HIGH,Phone Call,10021,10021,0,Recovered,Not Sent,-9
CUSTOMER_0682,LOW,No Intervention,10477,10477,0,Recovered,Not Sent,-10
CUSTOMER_0683,HIGH,Phone Call,10710,0,10710,Not Recovered,Not Sent,-2
CUSTOMER_0684,AT-RISK,Email Reminder,1014,1014,0,Recovered,Not Sent,-9
CUSTOMER_0685,LOW,No Intervention,20327,8466,11861,Partially Recovered,Not Sent,-5
CUSTOMER_0686,LOW,No Intervention,9326,9326,0,Recovered,Not Sent,-8
CUSTOMER_0687,LOW,No Intervention,15650,15650,0,Recovered,Not Sent,-3
CUSTOMER_0688,AT-RISK,Email Reminder,22212,22212,0,Recovered,Not Sent,-4
CUSTOMER_0689,LOW,No Intervention,1346,1346,0,Recovered,Not Sent,-7
CUSTOMER_0690,AT-RISK,Email Reminder,14434,14434,0,Recovered,Not Sent,-8
CUSTOMER_0691,HIGH,Phone Call,10374,0,10374,Not Recovered,Not Sent,-4
CUSTOMER_0692,AT-RISK,Email Reminder,10420,10420,0,Recovered,Not Sent,-6
CUSTOMER_0693,LOW,No Intervention,23526,6765,16761,Partially Recovered,Not Sent,-7
CUSTOMER_0694,AT-RISK,Email Reminder,11175,6439,4736,Partially Recovered,Not Sent,-10
CUSTOMER_0695,AT-RISK,Email Reminder,4033,4033,0,Recovered,Not Sent,-8
CUSTOMER_0696,LOW,No Intervention,16284,16284,0,Recovered,Not Sent,-10
CUSTOMER_0697,HIGH,Phone Call,7958,2227,5731,Partially Recovered,Not Sent,-1
CUSTOMER_0698,LOW,No Intervention,3599,3599,0,Recovered,Not Sent,-10
CUSTOMER_0699,AT-RISK,Email Reminder,8779,4467,4312,Partially Recovered,Not Sent,-1
CUSTOMER_0700,LOW,No Intervention,2853,2853,0,Recovered,Not Sent,-9
CUSTOMER_0701,HIGH,Phone Call,11035,11035,0,Recovered,Not Sent,-10
CUSTOMER_0702,LOW,No Intervention,15028,15028,0,Recovered,Not Sent,-10
CUSTOMER_0703,CRITICAL,Manual Follow-up,15146,15146,0,Recovered,Not Sent,-4
CUSTOMER_0704,LOW,No Intervention,6795,6795,0,Recovered,Not Sent,-4
CUSTOMER_0705,LOW,No Intervention,1675,1675,0,Recovered,Not Sent,-2
CUSTOMER_0706,AT-RISK,Email Reminder,11725,11725,0,Recovered,Not Sent,-1
CUSTOMER_0707,AT-RISK,Email Reminder,6039,6039,0,Recovered,Not Sent,-7
CUSTOMER_0708,AT-RISK,Email Reminder,26492,26492,0,Recovered,Not Sent,-2
CUSTOMER_0709,AT-RISK,Email Reminder,16947,0,16947,Pending,Not Sent,-10
CUSTOMER_0710,LOW,No Intervention,23971,23971,0,Recovered,Not Sent,-10
CUSTOMER_0711,HIGH,Phone Call,8656,0,8656,Not Recovered,Not Sent,-1
CUSTOMER_0712,LOW,No Intervention,1841,1841,0,Recovered,Not Sent,-2
CUSTOMER_0713,LOW,No Intervention,2733,2733,0,Recovered,Not Sent,-2
CUSTOMER_0714,LOW,No Intervention,16380,16380,0,Recovered,Not Sent,-9
CUSTOMER_0715,LOW,No Intervention,8018,8018,0,Recovered,Not Sent,-8
CUSTOMER_0716,LOW,No Intervention,3764,3764,0,Recovered,Not Sent,-3
CUSTOMER_0717,CRITICAL,Manual Follow-up,7328,7328,0,Recovered,Not Sent,-7
CUSTOMER_0718,LOW,No Intervention,5447,5447,0,Recovered,Not Sent,-6
CUSTOMER_0719,HIGH,Phone Call,7190,7190,0,Recovered,Not Sent,-5
CUSTOMER_0720,LOW,No Intervention,3654,3654,0,Recovered,Not Sent,-7
CUSTOMER_0721,LOW,No Intervention,8436,8436,0,Recovered,Not Sent,-8
CUSTOMER_0722,LOW,No Intervention,5226,5226,0,Recovered,Not Sent,-3
CUSTOMER_0723,AT-RISK,Email Reminder,1087,1087,0,Recovered,Not Sent,-7
CUSTOMER_0724,AT-RISK,Email Reminder,11080,4631,6449,Partially Recovered,Not Sent,-10
CUSTOMER_0725,CRITICAL,Manual Follow-up,4966,2872,2094,Partially Recovered,Not Sent,-8
CUSTOMER_0726,LOW,No Intervention,7977,7977,0,Recovered,Not Sent,-7
CUSTOMER_0727,AT-RISK,Email Reminder,11157,11157,0,Recovered,Not Sent,-9
CUSTOMER_0728,AT-RISK,Email Reminder,28770,0,28770,Pending,Not Sent,-8
CUSTOMER_0729,LOW,No Intervention,4248,4248,0,Recovered,Not Sent,-9
CUSTOMER_0730,HIGH,Phone Call,21241,0,21241,Not Recovered,Not Sent,-8
CUSTOMER_0731,LOW,No Intervention,2058,2058,0,Recovered,Not Sent,-8
CUSTOMER_0732,LOW,No Intervention,8259,5364,2895,Partially Recovered,Not Sent,-2
CUSTOMER_0733,LOW,No Intervention,3106,3106,0,Recovered,Not Sent,-4
CUSTOMER_0734,HIGH,Phone Call,11296,11296,0,Recovered,Not Sent,-10
CUSTOMER_0735,LOW,No Intervention,5124,5124,0,Recovered,Not Sent,-4
CUSTOMER_0736,LOW,No Intervention,1899,1899,0,Recovered,Not Sent,-4
CUSTOMER_0737,LOW,No Intervention,4053,4053,0,Recovered,Not Sent,-1
CUSTOMER_0738,LOW,No Intervention,1698,1698,0,Recovered,Not Sent,-3
CUSTOMER_0739,LOW,No Intervention,2252,2252,0,Recovered,Not Sent,-2
CUSTOMER_0740,LOW,No Intervention,5014,5014,0,Recovered,Not Sent,-8
CUSTOMER_0741,AT-RISK,Email Reminder,4757,4757,0,Recovered,Not Sent,-6
CUSTOMER_0742,LOW,No Intervention,12555,12555,0,Recovered,Not Sent,-9
CUSTOMER_0743,AT-RISK,Email Reminder,11574,3725,7849,Partially Recovered,Not Sent,-5
CUSTOMER_0744,HIGH,Phone Call,9010,2133,6877,Partially Recovered,Not Sent,-1
CUSTOMER_0745,AT-RISK,Email Reminder,8260,8260,0,Recovered,Not Sent,-4
CUSTOMER_0746,LOW,No Intervention,5189,5189,0,Recovered,Not Sent,-1
CUSTOMER_0747,AT-RISK,Email Reminder,42536,0,42536,Pending,Not Sent,-4
CUSTOMER_0748,LOW,No Intervention,917,917,0,Recovered,Not Sent,-9
CUSTOMER_0749,LOW,No Intervention,4255,4255,0,Recovered,Not Sent,-9
CUSTOMER_0750,HIGH,Phone Call,6843,4401,2442,Partially Recovered,Not Sent,-3
CUSTOMER_0751,LOW,No Intervention,8300,8300,0,Recovered,Not Sent,-2
CUSTOMER_0752,LOW,No Intervention,11442,11442,0,Recovered,Not Sent,-4
CUSTOMER_0753,AT-RISK,Email Reminder,5330,5330,0,Recovered,Not Sent,-1
CUSTOMER_0754,LOW,No Intervention,36069,36069,0,Recovered,Not Sent,-6
CUSTOMER_0755,LOW,No Intervention,6629,6629,0,Recovered,Not Sent,-5
CUSTOMER_0756,LOW,No Intervention,4205,4205,0,Recovered,Not Sent,-8
CUSTOMER_0757,LOW,No Intervention,15478,15478,0,Recovered,Not Sent,-8
CUSTOMER_0758,LOW,No Intervention,5312,5312,0,Recovered,Not Sent,-7
CUSTOMER_0759,AT-RISK,Email Reminder,14168,0,14168,Pending,Not Sent,-6
CUSTOMER_0760,LOW,No Intervention,12884,12884,0,Recovered,Not Sent,-10
CUSTOMER_0761,LOW,No Intervention,1058,1058,0,Recovered,Not Sent,-3
CUSTOMER_0762,LOW,No Intervention,5942,5942,0,Recovered,Not Sent,-1
CUSTOMER_0763,LOW,No Intervention,2330,2330,0,Recovered,Not Sent,-4
CUSTOMER_0764,LOW,No Intervention,10353,10353,0,Recovered,Not Sent,-2
CUSTOMER_0765,HIGH,Phone Call,2955,2955,0,Recovered,Not Sent,-8
CUSTOMER_0766,AT-RISK,Email Reminder,1621,0,1621,Pending,Not Sent,-3
CUSTOMER_0767,LOW,No Intervention,9607,9607,0,Recovered,Not Sent,-4
CUSTOMER_0768,AT-RISK,Email Reminder,14377,7697,6680,Partially Recovered,Not Sent,-10
CUSTOMER_0769,AT-RISK,Email Reminder,8908,2212,6696,Partially Recovered,Not Sent,-6
CUSTOMER_0770,LOW,No Intervention,19664,7095,12569,Partially Recovered,Not Sent,-3
CUSTOMER_0771,AT-RISK,Email Reminder,10678,0,10678,Pending,Not Sent,-10
CUSTOMER_0772,AT-RISK,Email Reminder,10504,10504,0,Recovered,Not Sent,-10
CUSTOMER_0773,LOW,No Intervention,21219,21219,0,Recovered,Not Sent,-7
CUSTOMER_0774,AT-RISK,Email Reminder,6755,6755,0,Recovered,Not Sent,-6
CUSTOMER_0775,LOW,No Intervention,4564,4564,0,Recovered,Not Sent,-7
CUSTOMER_0776,LOW,No Intervention,16674,16674,0,Recovered,Not Sent,-8
CUSTOMER_0777,HIGH,Phone Call,4652,0,4652,Pending,Not Sent,-1
CUSTOMER_0778,LOW,No Intervention,5214,5214,0,Recovered,Not Sent,-3
CUSTOMER_0779,LOW,No Intervention,32873,32873,0,Recovered,Not Sent,-8
CUSTOMER_0780,AT-RISK,Email Reminder,1318,785,533,Partially Recovered,Not Sent,-9
CUSTOMER_0781,LOW,No Intervention,22313,22313,0,Recovered,Not Sent,-2
CUSTOMER_0782,HIGH,Phone Call,1074,311,763,Partially Recovered,Not Sent,-8
CUSTOMER_0783,LOW,No Intervention,4729,4729,0,Recovered,Not Sent,-6
CUSTOMER_0784,LOW,No Intervention,6707,6707,0,Recovered,Not Sent,-4
CUSTOMER_0785,LOW,No Intervention,7652,7652,0,Recovered,Not Sent,-6
CUSTOMER_0786,AT-RISK,Email Reminder,5845,1675,4170,Partially Recovered,Not Sent,-1
CUSTOMER_0787,LOW,No Intervention,5800,5800,0,Recovered,Not Sent,-7
CUSTOMER_0788,LOW,No Intervention,6178,6178,0,Recovered,Not Sent,-4
CUSTOMER_0789,CRITICAL,Manual Follow-up,13062,0,13062,Not Recovered,Not Sent,-2
CUSTOMER_0790,AT-RISK,Email Reminder,20327,20327,0,Recovered,Not Sent,-4
CUSTOMER_0791,AT-RISK,Email Reminder,11063,0,11063,Pending,Not Sent,-3
CUSTOMER_0792,AT-RISK,Email Reminder,5072,5072,0,Recovered,Not Sent,-8
CUSTOMER_0793,AT-RISK,Email Reminder,8171,0,8171,Pending,Not Sent,-10
CUSTOMER_0794,LOW,No Intervention,4641,4641,0,Recovered,Not Sent,-9
CUSTOMER_0795,LOW,No Intervention,13646,13646,0,Recovered,Not Sent,-6
CUSTOMER_0796,LOW,No Intervention,12491,12491,0,Recovered,Not Sent,-5
CUSTOMER_0797,LOW,No Intervention,4067,4067,0,Recovered,Not Sent,-10
CUSTOMER_0798,AT-RISK,Email Reminder,9788,5964,3824,Partially Recovered,Not Sent,-9
CUSTOMER_0799,LOW,No Intervention,9725,9725,0,Recovered,Not Sent,-8
CUSTOMER_0800,LOW,No Intervention,9160,9160,0,Recovered,Not Sent,-10
CUSTOMER_0801,LOW,No Intervention,14749,14749,0,Recovered,Not Sent,-1
CUSTOMER_0802,LOW,No Intervention,1942,1942,0,Recovered,Not Sent,-7
CUSTOMER_0803,AT-RISK,Email Reminder,1991,1991,0,Recovered,Not Sent,-4
CUSTOMER_0804,HIGH,Phone Call,4192,0,4192,Not Recovered,Not Sent,-1
CUSTOMER_0805,LOW,No Intervention,3272,3272,0,Recovered,Not Sent,-10
CUSTOMER_0806,AT-RISK,Email Reminder,7171,7171,0,Recovered,Not Sent,-6
CUSTOMER_0807,LOW,No Intervention,9982,9982,0,Recovered,Not Sent,-4
CUSTOMER_0808,AT-RISK,Email Reminder,5278,5278,0,Recovered,Not Sent,-9
CUSTOMER_0809,LOW,No Intervention,2486,2486,0,Recovered,Not Sent,-9
CUSTOMER_0810,AT-RISK,Email Reminder,6739,0,6739,Pending,Not Sent,-7
CUSTOMER_0811,CRITICAL,Manual Follow-up,3358,3358,0,Recovered,Not Sent,-7
CUSTOMER_0812,HIGH,Phone Call,46443,19976,26467,Partially Recovered,Not Sent,-2
CUSTOMER_0813,HIGH,Phone Call,10025,10025,0,Recovered,Not Sent,-1
CUSTOMER_0814,LOW,No Intervention,2810,2810,0,Recovered,Not Sent,-5
CUSTOMER_0815,LOW,No Intervention,7520,7520,0,Recovered,Not Sent,-4
CUSTOMER_0816,LOW,No Intervention,21124,21124,0,Recovered,Not Sent,-9
CUSTOMER_0817,LOW,No Intervention,5574,5574,0,Recovered,Not Sent,-8
CUSTOMER_0818,LOW,No Intervention,3525,3525,0,Recovered,Not Sent,-5
CUSTOMER_0819,LOW,No Intervention,6825,6825,0,Recovered,Not Sent,-2
CUSTOMER_0820,LOW,No Intervention,4740,4740,0,Recovered,Not Sent,-4
CUSTOMER_0821,LOW,No Intervention,2424,2424,0,Recovered,Not Sent,-7
CUSTOMER_0822,HIGH,Phone Call,6086,6086,0,Recovered,Not Sent,-2
CUSTOMER_0823,LOW,No Intervention,5732,5732,0,Recovered,Not Sent,-4
CUSTOMER_0824,AT-RISK,Email Reminder,6173,6173,0,Recovered,Not Sent,-8
CUSTOMER_0825,AT-RISK,Email Reminder,9529,0,9529,Pending,Not Sent,-6
CUSTOMER_0826,AT-RISK,Email Reminder,6420,6420,0,Recovered,Not Sent,-8
CUSTOMER_0827,LOW,No Intervention,5512,5512,0,Recovered,Not Sent,-7
CUSTOMER_0828,HIGH,Phone Call,6806,6806,0,Recovered,Not Sent,-10
CUSTOMER_0829,AT-RISK,Email Reminder,12037,0,12037,Pending,Not Sent,-2
CUSTOMER_0830,HIGH,Phone Call,7117,7117,0,Recovered,Not Sent,-6
CUSTOMER_0831,AT-RISK,Email Reminder,4133,4133,0,Recovered,Not Sent,-7
CUSTOMER_0832,LOW,No Intervention,17859,17859,0,Recovered,Not Sent,-1
CUSTOMER_0833,LOW,No Intervention,11561,11561,0,Recovered,Not Sent,-7
CUSTOMER_0834,AT-RISK,Email Reminder,10327,10327,0,Recovered,Not Sent,-10
CUSTOMER_0835,LOW,No Intervention,5765,5765,0,Recovered,Not Sent,-6
CUSTOMER_0836,LOW,No Intervention,2020,2020,0,Recovered,Not Sent,-3
CUSTOMER_0837,HIGH,Phone Call,19445,19445,0,Recovered,Not Sent,-8
CUSTOMER_0838,LOW,No Intervention,5733,5733,0,Recovered,Not Sent,-9
CUSTOMER_0839,LOW,No Intervention,6297,6297,0,Recovered,Not Sent,-4
CUSTOMER_0840,HIGH,Phone Call,35034,0,35034,Not Recovered,Not Sent,-10
CUSTOMER_0841,HIGH,Phone Call,6570,6570,0,Recovered,Not Sent,-8
CUSTOMER_0842,LOW,No Intervention,5064,5064,0,Recovered,Not Sent,-2
CUSTOMER_0843,HIGH,Phone Call,1111,1111,0,Recovered,Not Sent,-2
CUSTOMER_0844,LOW,No Intervention,6261,6261,0,Recovered,Not Sent,-8
CUSTOMER_0845,AT-RISK,Email Reminder,8571,3106,5465,Partially Recovered,Not Sent,-1
CUSTOMER_0846,LOW,No Intervention,3639,3639,0,Recovered,Not Sent,-9
CUSTOMER_0847,LOW,No Intervention,18283,18283,0,Recovered,Not Sent,-4
CUSTOMER_0848,HIGH,Phone Call,13143,13143,0,Recovered,Not Sent,-9
CUSTOMER_0849,LOW,No Intervention,9197,9197,0,Recovered,Not Sent,-10
CUSTOMER_0850,LOW,No Intervention,4642,4642,0,Recovered,Not Sent,-5
CUSTOMER_0851,LOW,No Intervention,13094,13094,0,Recovered,Not Sent,-8
CUSTOMER_0852,LOW,No Intervention,5534,5534,0,Recovered,Not Sent,-2
CUSTOMER_0853,LOW,No Intervention,8379,8379,0,Recovered,Not Sent,-3
CUSTOMER_0854,AT-RISK,Email Reminder,11690,11690,0,Recovered,Not Sent,-6
CUSTOMER_0855,AT-RISK,Email Reminder,4627,4627,0,Recovered,Not Sent,-9
CUSTOMER_0856,LOW,No Intervention,14411,14411,0,Recovered,Not Sent,-2
CUSTOMER_0857,HIGH,Phone Call,8030,0,8030,Not Recovered,Not Sent,-8
CUSTOMER_0858,LOW,No Intervention,13784,13784,0,Recovered,Not Sent,-6
CUSTOMER_0859,AT-RISK,Email Reminder,8338,2855,5483,Partially Recovered,Not Sent,-9
CUSTOMER_0860,AT-RISK,Email Reminder,12225,0,12225,Pending,Not Sent,-8
CUSTOMER_0861,AT-RISK,Email Reminder,10393,10393,0,Recovered,Not Sent,-2
CUSTOMER_0862,AT-RISK,Email Reminder,4366,4366,0,Recovered,Not Sent,-4
CUSTOMER_0863,CRITICAL,Manual Follow-up,13220,0,13220,Not Recovered,Not Sent,-7
CUSTOMER_0864,AT-RISK,Email Reminder,19866,0,19866,Pending,Not Sent,-10
CUSTOMER_0865,AT-RISK,Email Reminder,6626,6626,0,Recovered,Not Sent,-10
CUSTOMER_0866,LOW,No Intervention,2805,2805,0,Recovered,Not Sent,-5
CUSTOMER_0867,HIGH,Phone Call,3667,1977,1690,Partially Recovered,Not Sent,-9
CUSTOMER_0868,AT-RISK,Email Reminder,19187,9784,9403,Partially Recovered,Not Sent,-9
CUSTOMER_0869,AT-RISK,Email Reminder,14525,14525,0,Recovered,Not Sent,-5
CUSTOMER_0870,LOW,No Intervention,7243,7243,0,Recovered,Not Sent,-10
CUSTOMER_0871,HIGH,Phone Call,12008,12008,0,Recovered,Not Sent,-2
CUSTOMER_0872,CRITICAL,Manual Follow-up,6267,6267,0,Recovered,Not Sent,-9
CUSTOMER_0873,AT-RISK,Email Reminder,8474,8474,0,Recovered,Not Sent,-1
CUSTOMER_0874,LOW,No Intervention,8005,8005,0,Recovered,Not Sent,-1
CUSTOMER_0875,AT-RISK,Email Reminder,6301,6301,0,Recovered,Not Sent,-3
CUSTOMER_0876,AT-RISK,Email Reminder,7821,7821,0,Recovered,Not Sent,-2
CUSTOMER_0877,HIGH,Phone Call,12619,12619,0,Recovered,Not Sent,-9
CUSTOMER_0878,AT-RISK,Email Reminder,37913,37913,0,Recovered,Not Sent,-9
CUSTOMER_0879,LOW,No Intervention,16759,16759,0,Recovered,Not Sent,-3
CUSTOMER_0880,AT-RISK,Email Reminder,22076,0,22076,Not Recovered,Not Sent,-9
CUSTOMER_0881,CRITICAL,Manual Follow-up,7686,3787,3899,Partially Recovered,Not Sent,-1
CUSTOMER_0882,LOW,No Intervention,14874,14874,0,Recovered,Not Sent,-10
CUSTOMER_0883,CRITICAL,Manual Follow-up,30731,0,30731,Pending,Not Sent,-3
CUSTOMER_0884,AT-RISK,Email Reminder,6146,6146,0,Recovered,Not Sent,-3
CUSTOMER_0885,AT-RISK,Email Reminder,7065,1521,5544,Partially Recovered,Not Sent,-10
CUSTOMER_0886,CRITICAL,Manual Follow-up,24056,0,24056,Pending,Not Sent,-5
CUSTOMER_0887,LOW,No Intervention,16541,16541,0,Recovered,Not Sent,-2
CUSTOMER_0888,LOW,No Intervention,13394,13394,0,Recovered,Not Sent,-2
CUSTOMER_0889,AT-RISK,Email Reminder,14108,14108,0,Recovered,Not Sent,-7
CUSTOMER_0890,LOW,No Intervention,3987,3987,0,Recovered,Not Sent,-3
CUSTOMER_0891,AT-RISK,Email Reminder,3574,1272,2302,Partially Recovered,Not Sent,-2
CUSTOMER_0892,CRITICAL,Manual Follow-up,11352,11352,0,Recovered,Not Sent,-8
CUSTOMER_0893,LOW,No Intervention,9576,3147,6429,Partially Recovered,Not Sent,-10
CUSTOMER_0894,AT-RISK,Email Reminder,7408,7408,0,Recovered,Not Sent,-8
CUSTOMER_0895,LOW,No Intervention,5336,5336,0,Recovered,Not Sent,-3
CUSTOMER_0896,HIGH,Phone Call,20317,0,20317,Pending,Not Sent,-6
CUSTOMER_0897,LOW,No Intervention,3729,3729,0,Recovered,Not Sent,-3
CUSTOMER_0898,AT-RISK,Email Reminder,1911,1911,0,Recovered,Not Sent,-7
CUSTOMER_0899,LOW,No Intervention,15281,15281,0,Recovered,Not Sent,-4
CUSTOMER_0900,HIGH,Phone Call,10724,10724,0,Recovered,Not Sent,-9
CUSTOMER_0901,AT-RISK,Email Reminder,9490,9490,0,Recovered,Not Sent,-7
CUSTOMER_0902,LOW,No Intervention,15925,15925,0,Recovered,Not Sent,-10
CUSTOMER_0903,LOW,No Intervention,19153,19153,0,Recovered,Not Sent,-10
CUSTOMER_0904,AT-RISK,Email Reminder,6422,6422,0,Recovered,Not Sent,-3
CUSTOMER_0905,AT-RISK,Email Reminder,3642,3642,0,Recovered,Not Sent,-3
CUSTOMER_0906,LOW,No Intervention,16520,16520,0,Recovered,Not Sent,-9
CUSTOMER_0907,HIGH,Phone Call,10872,0,10872,Pending,Not Sent,-2
CUSTOMER_0908,AT-RISK,Email Reminder,2839,1450,1389,Partially Recovered,Not Sent,-1
CUSTOMER_0909,CRITICAL,Manual Follow-up,9601,0,9601,Pending,Not Sent,-5
CUSTOMER_0910,AT-RISK,Email Reminder,6876,6876,0,Recovered,Not Sent,-1
CUSTOMER_0911,LOW,No Intervention,15976,15976,0,Recovered,Not Sent,-5
CUSTOMER_0912,HIGH,Phone Call,15322,15322,0,Recovered,Not Sent,-1
CUSTOMER_0913,CRITICAL,Manual Follow-up,906,0,906,Not Recovered,Not Sent,-3
CUSTOMER_0914,LOW,No Intervention,2515,2515,0,Recovered,Not Sent,-3
CUSTOMER_0915,CRITICAL,Manual Follow-up,10718,10718,0,Recovered,Not Sent,-10
CUSTOMER_0916,AT-RISK,Email Reminder,3294,0,3294,Not Recovered,Not Sent,-7
CUSTOMER_0917,LOW,No Intervention,3034,3034,0,Recovered,Not Sent,-10
CUSTOMER_0918,LOW,No Intervention,12707,12707,0,Recovered,Not Sent,-8
CUSTOMER_0919,LOW,No Intervention,9195,9195,0,Recovered,Not Sent,-4
CUSTOMER_0920,AT-RISK,Email Reminder,12635,2537,10098,Partially Recovered,Not Sent,-6
CUSTOMER_0921,AT-RISK,Email Reminder,3458,3458,0,Recovered,Not Sent,-6
CUSTOMER_0922,LOW,No Intervention,7488,7488,0,Recovered,Not Sent,-4
CUSTOMER_0923,LOW,No Intervention,13018,13018,0,Recovered,Not Sent,-7
CUSTOMER_0924,LOW,No Intervention,8458,8458,0,Recovered,Not Sent,-8
CUSTOMER_0925,LOW,No Intervention,23149,23149,0,Recovered,Not Sent,-2
CUSTOMER_0926,AT-RISK,Email Reminder,2649,2649,0,Recovered,Not Sent,-1
CUSTOMER_0927,CRITICAL,Manual Follow-up,5778,1634,4144,Partially Recovered,Not Sent,-5
CUSTOMER_0928,LOW,No Intervention,19001,19001,0,Recovered,Not Sent,-5
